xbox,ybox,annorect_id
1075,349,5724
515,368,5725
671,333,5726
245,349,5727
337,334,5728
1016,348,5729
852,338,5730
664,324,5731
507,343,5732
402,342,5733
247,340,5734
1123,368,5735
758,345,5736
649,334,5737
169,357,5738
1024,346,5739
937,384,5740
736,299,5741
549,256,5742
273,295,5743
558,179,5744
513,229,5745
1233,429,5746
563,343,5747
803,294,5748
588,260,5749
907,599,5750
1463,454,5751
958,548,5752
1288,732,5753
1251,703,5754
948,700,5755
1605,864,5756
616,706,5757
152,708,5758
339,941,5759
922,710,5760
1191,661,5761
1033,742,5762
1505,763,5763
933,697,5764
878,626,5765
1161,380,5766
946,417,5767
817,285,5768
1772,510,5769
905,505,5770
829,563,5771
267,547,5772
141,741,5773
365,722,5774
1122,693,5775
1303,620,5776
408,362,5777
231,404,5778
79,365,5779
288,334,5780
1648,448,5781
1272,677,5782
831,678,5783
596,596,5784
1112,545,5785
1634,408,5786
1498,471,5787
1362,402,5788
1225,389,5789
897,512,5790
247,555,5791
1080,500,5792
761,460,5793
359,455,5794
1730,701,5795
766,587,5796
1068,655,5797
1597,710,5798
428,418,5799
636,332,5800
708,490,5801
407,369,5802
593,368,5803
233,367,5804
612,325,5805
652,510,5806
523,327,5807
1140,447,5808
1114,364,5809
904,277,5810
818,266,5811
719,264,5812
382,464,5813
274,389,5814
963,278,5815
557,527,5816
828,479,5817
668,275,5818
723,285,5819
770,442,5820
573,410,5821
905,393,5822
966,521,5823
660,435,5824
396,426,5825
666,443,5826
274,410,5827
790,265,5828
992,456,5829
687,365,5830
266,373,5831
1118,467,5832
1098,479,5833
916,438,5834
1018,686,5835
944,546,5836
946,434,5837
834,643,5838
1231,305,5839
788,639,5840
596,639,5841
224,149,5842
193,257,5843
442,281,5844
211,282,5845
126,257,5846
566,287,5847
156,285,5848
529,233,5849
307,289,5850
404,269,5851
220,241,5852
325,239,5853
554,319,5854
156,280,5855
399,212,5856
386,208,5857
363,168,5858
456,232,5859
381,263,5860
349,266,5861
301,217,5862
292,236,5863
318,220,5864
264,298,5865
244,216,5866
236,241,5867
272,189,5868
241,190,5869
1097,350,5870
936,329,5871
768,342,5872
635,370,5873
467,343,5874
275,331,5875
144,344,5876
1097,331,5877
924,331,5878
862,257,5879
597,346,5880
306,289,5881
155,342,5882
506,356,5883
1139,292,5884
964,265,5885
628,315,5886
420,319,5887
195,301,5888
1123,291,5889
990,342,5890
890,322,5891
776,339,5892
651,349,5893
524,353,5894
358,328,5895
187,298,5896
1218,331,5897
1104,272,5898
848,300,5899
690,304,5900
498,289,5901
215,279,5902
998,219,5903
647,286,5904
549,301,5905
412,293,5906
209,250,5907
830,327,5908
1080,266,5909
894,272,5910
761,221,5911
560,286,5912
469,256,5913
1020,257,5914
750,239,5915
570,260,5916
447,243,5917
874,279,5918
1050,257,5919
890,272,5920
753,232,5921
550,292,5922
451,224,5923
881,338,5924
416,380,5925
161,385,5926
1049,268,5927
891,243,5928
739,223,5929
536,249,5930
446,254,5931
1025,276,5932
907,272,5933
767,215,5934
524,255,5935
446,230,5936
1054,250,5937
881,267,5938
739,225,5939
532,304,5940
462,234,5941
810,468,5942
811,313,5943
743,273,5944
733,402,5945
915,373,5946
987,269,5947
234,225,5948
982,168,5949
989,369,5950
389,166,5951
221,345,5952
666,487,5953
788,246,5954
964,187,5955
785,371,5956
865,264,5957
863,319,5958
660,322,5959
368,257,5960
1006,533,5961
598,181,5962
877,334,5963
401,327,5964
819,324,5965
774,220,5966
498,170,5967
563,309,5968
440,269,5969
650,325,5970
483,382,5971
564,269,5972
519,358,5973
599,196,5974
627,339,5975
897,365,5976
795,390,5977
1185,505,5978
1032,419,5979
283,296,5980
521,315,5981
886,319,5982
995,335,5983
1233,373,5984
434,307,5985
1039,337,5986
794,357,5987
274,360,5988
124,378,5989
525,221,5990
545,396,5991
751,468,5992
827,314,5993
734,452,5994
118,412,5995
680,297,5996
668,370,5997
902,418,5998
175,362,5999
565,420,6000
1471,370,6001
658,184,6002
520,193,6003
1639,276,6004
494,407,6005
1123,349,6006
683,465,6007
477,196,6008
240,299,6009
178,253,6010
564,98,6011
329,189,6012
184,140,6013
229,61,6014
278,247,6015
413,187,6016
141,248,6017
119,226,6018
310,185,6019
437,284,6020
57,129,6021
219,185,6022
373,201,6023
593,250,6024
512,246,6025
445,248,6026
411,260,6027
434,178,6028
221,234,6029
351,276,6030
466,270,6031
456,211,6032
450,218,6033
370,341,6034
933,348,6035
698,442,6036
414,328,6037
805,362,6038
460,293,6039
1100,402,6040
957,303,6041
1273,340,6042
471,301,6043
888,320,6044
832,423,6045
491,368,6046
385,394,6047
942,381,6048
366,410,6049
546,373,6050
373,301,6051
285,469,6052
1037,407,6053
879,446,6054
1484,408,6055
1315,204,6056
1597,676,6057
882,316,6058
743,226,6059
616,243,6060
1391,501,6061
1217,527,6062
1684,471,6063
1045,571,6064
398,112,6065
855,108,6066
1193,543,6067
1395,241,6068
1568,110,6069
1731,118,6070
1239,79,6071
460,261,6072
921,542,6073
1545,251,6074
842,513,6075
166,601,6076
1238,507,6077
1617,388,6078
1720,288,6079
1012,435,6080
1100,313,6081
1244,329,6082
923,302,6083
819,339,6084
662,336,6085
1334,283,6086
1841,350,6087
1573,407,6088
1419,380,6089
902,478,6090
818,374,6091
473,381,6092
1250,404,6093
1703,481,6094
855,486,6095
1113,399,6096
438,351,6097
1347,550,6098
429,645,6099
1252,524,6100
394,624,6101
948,676,6102
1211,507,6103
636,506,6104
844,648,6105
941,627,6106
957,229,6107
1175,469,6108
931,241,6109
665,285,6110
423,373,6111
847,385,6112
638,306,6113
279,380,6114
853,367,6115
654,311,6116
328,316,6117
689,310,6118
441,377,6119
1010,286,6120
615,431,6121
922,331,6122
1203,310,6123
491,390,6124
1192,186,6125
1107,377,6126
837,273,6127
559,426,6128
1125,369,6129
724,353,6130
388,464,6131
913,293,6132
1032,311,6133
793,400,6134
337,337,6135
646,384,6136
252,210,6137
1062,377,6138
685,388,6139
893,480,6140
915,347,6141
798,350,6142
767,459,6143
563,408,6144
592,454,6145
288,480,6146
977,302,6147
639,321,6148
757,328,6149
413,399,6150
834,435,6151
1535,452,6152
728,535,6153
1071,453,6154
551,412,6155
1087,511,6156
1034,344,6157
924,488,6158
375,529,6159
1032,484,6160
332,438,6161
999,230,6162
611,637,6163
400,523,6164
565,637,6165
240,247,6166
220,289,6167
196,262,6168
223,168,6169
203,205,6170
292,233,6171
249,174,6172
121,283,6173
201,295,6174
472,455,6175
1239,373,6176
790,311,6177
1058,417,6178
393,330,6179
656,308,6180
715,321,6181
1195,391,6182
464,404,6183
201,460,6184
523,453,6185
753,531,6186
385,392,6187
843,498,6188
1085,534,6189
1073,446,6190
1021,429,6191
1168,445,6192
896,401,6193
998,556,6194
621,414,6195
603,451,6196
603,457,6197
806,305,6198
712,331,6199
728,305,6200
745,437,6201
682,359,6202
1110,318,6203
1188,720,6204
1670,752,6205
370,279,6206
305,263,6207
418,287,6208
405,304,6209
1187,330,6210
832,281,6211
986,156,6212
1042,145,6213
921,166,6214
748,313,6215
539,205,6216
661,193,6217
959,259,6218
346,203,6219
316,233,6220
303,250,6221
347,264,6222
333,240,6223
531,317,6224
610,395,6225
713,340,6226
408,305,6227
750,387,6228
646,303,6229
530,312,6230
679,323,6231
274,198,6232
274,190,6233
196,161,6234
276,157,6235
256,190,6236
263,216,6237
323,194,6238
285,187,6239
321,173,6240
308,164,6241
284,204,6242
718,260,6243
614,224,6244
588,264,6245
610,191,6246
639,260,6247
595,275,6248
658,219,6249
1294,520,6250
1322,450,6251
1081,443,6252
1049,369,6253
999,518,6254
691,330,6255
360,254,6256
297,253,6257
566,267,6258
405,395,6259
651,392,6260
941,375,6261
738,402,6262
686,297,6263
1314,649,6264
388,687,6265
1076,403,6266
248,544,6267
775,642,6268
1628,603,6269
1603,670,6270
705,556,6271
380,501,6272
1231,649,6273
793,702,6274
1258,528,6275
1132,571,6276
817,465,6277
309,806,6278
1564,696,6279
750,713,6280
1695,587,6281
573,588,6282
754,344,6283
624,312,6284
774,498,6285
616,520,6286
629,303,6287
523,341,6288
867,379,6289
796,359,6290
852,538,6291
627,329,6292
792,321,6293
858,329,6294
865,459,6295
1004,668,6296
1168,448,6297
1144,722,6298
483,237,6299
358,287,6300
275,285,6301
158,273,6302
486,284,6303
568,302,6304
476,203,6305
634,172,6306
1274,707,6307
980,374,6308
412,827,6309
1359,736,6310
1585,753,6311
1544,767,6312
1048,681,6313
757,518,6314
915,764,6315
281,222,6316
458,316,6317
533,230,6318
1211,840,6319
1675,576,6320
242,664,6321
881,650,6322
1192,550,6323
1083,654,6324
645,352,6325
651,445,6326
891,260,6327
285,292,6328
1238,349,6329
921,363,6330
1255,442,6331
1157,326,6332
503,399,6333
459,417,6334
835,406,6335
475,286,6336
686,232,6337
844,259,6338
1039,322,6339
759,336,6340
872,299,6341
615,337,6342
721,461,6343
1040,231,6344
839,309,6345
587,334,6346
793,314,6347
230,352,6348
1177,388,6349
867,343,6350
741,361,6351
676,320,6352
842,313,6353
869,275,6354
825,242,6355
610,244,6356
170,276,6357
962,205,6358
204,317,6359
795,217,6360
1080,269,6361
378,218,6362
263,256,6363
19,246,6364
365,210,6365
180,302,6366
242,220,6367
370,318,6368
132,341,6369
303,261,6370
642,266,6371
757,328,6372
641,349,6373
122,287,6374
490,270,6375
496,289,6376
110,187,6377
483,210,6378
236,299,6379
302,314,6380
443,222,6381
384,289,6382
484,165,6383
561,180,6384
607,144,6385
270,165,6386
281,211,6387
473,199,6388
208,180,6389
185,201,6390
630,208,6391
196,195,6392
211,167,6393
388,149,6394
398,191,6395
338,143,6396
381,145,6397
347,149,6398
494,204,6399
95,468,6400
378,352,6401
553,329,6402
742,325,6403
1001,355,6404
709,367,6405
480,354,6406
634,451,6407
535,536,6408
367,389,6409
532,536,6410
549,256,6411
516,352,6412
869,352,6413
798,380,6414
522,397,6415
895,421,6416
1103,426,6417
1034,454,6418
286,425,6419
215,507,6420
161,224,6421
300,218,6422
498,223,6423
206,304,6424
405,269,6425
254,261,6426
101,169,6427
455,197,6428
361,208,6429
203,162,6430
433,277,6431
164,350,6432
209,317,6433
461,273,6434
287,297,6435
401,273,6436
475,293,6437
254,275,6438
449,225,6439
156,236,6440
165,320,6441
291,237,6442
489,355,6443
220,162,6444
632,388,6445
1765,571,6446
1270,473,6447
1225,772,6448
646,492,6449
1650,415,6450
1191,708,6451
1102,802,6452
561,505,6453
237,533,6454
422,605,6455
975,434,6456
1279,691,6457
1299,509,6458
1577,465,6459
830,498,6460
695,494,6461
1228,510,6462
1018,475,6463
812,364,6464
593,493,6465
527,455,6466
526,521,6467
593,474,6468
567,536,6469
489,331,6470
592,381,6471
507,372,6472
596,316,6473
644,312,6474
493,317,6475
444,220,6476
101,252,6477
370,201,6478
114,247,6479
260,282,6480
308,234,6481
275,248,6482
264,218,6483
258,260,6484
784,295,6485
395,301,6486
665,408,6487
600,387,6488
437,394,6489
446,332,6490
528,586,6491
1280,618,6492
387,505,6493
1159,522,6494
301,562,6495
1271,527,6496
1194,555,6497
655,360,6498
672,276,6499
666,337,6500
666,349,6501
605,299,6502
634,338,6503
681,291,6504
624,312,6505
356,239,6506
257,240,6507
285,256,6508
297,255,6509
329,212,6510
307,292,6511
743,222,6512
558,357,6513
460,410,6514
1060,375,6515
728,381,6516
322,336,6517
462,263,6518
442,231,6519
284,215,6520
325,307,6521
409,331,6522
272,203,6523
466,729,6524
689,682,6525
428,845,6526
740,640,6527
420,476,6528
310,530,6529
364,405,6530
347,397,6531
355,357,6532
391,442,6533
206,338,6534
306,243,6535
324,284,6536
357,295,6537
306,263,6538
357,215,6539
357,210,6540
316,252,6541
202,264,6542
204,246,6543
182,194,6544
157,261,6545
577,173,6546
566,188,6547
547,184,6548
555,182,6549
551,202,6550
572,189,6551
927,642,6552
1048,801,6553
830,552,6554
1290,548,6555
844,560,6556
415,470,6557
371,479,6558
356,394,6559
423,351,6560
364,404,6561
316,317,6562
327,385,6563
387,462,6564
789,450,6565
988,518,6566
866,349,6567
1033,475,6568
799,400,6569
1173,583,6570
851,433,6571
1236,510,6572
575,561,6573
1157,568,6574
916,322,6575
240,339,6576
733,504,6577
849,432,6578
754,369,6579
624,276,6580
884,282,6581
415,283,6582
320,449,6583
916,294,6584
225,466,6585
444,334,6586
462,354,6587
528,412,6588
503,424,6589
476,307,6590
407,379,6591
464,437,6592
527,316,6593
499,404,6594
810,199,6595
637,292,6596
638,433,6597
451,390,6598
694,500,6599
567,290,6600
613,359,6601
794,322,6602
831,293,6603
336,496,6604
737,375,6605
399,291,6606
561,398,6607
761,470,6608
269,582,6609
1111,393,6610
485,325,6611
701,348,6612
366,451,6613
836,436,6614
575,519,6615
417,430,6616
734,561,6617
371,433,6618
860,429,6619
369,532,6620
785,306,6621
279,422,6622
1002,499,6623
950,498,6624
750,366,6625
855,366,6626
785,343,6627
385,430,6628
727,462,6629
887,375,6630
1028,528,6631
638,374,6632
857,381,6633
403,319,6634
1008,476,6635
1180,579,6636
1135,297,6637
1060,501,6638
1119,529,6639
1131,412,6640
1258,308,6641
722,514,6642
1097,498,6643
113,213,6644
325,298,6645
195,142,6646
350,177,6647
219,189,6648
727,197,6649
636,373,6650
663,516,6651
195,230,6652
150,311,6653
151,134,6654
150,476,6655
879,391,6656
1103,432,6657
791,366,6658
1367,352,6659
526,397,6660
1496,435,6661
1054,406,6662
674,517,6663
1299,490,6664
1666,522,6665
289,450,6666
454,453,6667
541,507,6668
798,465,6669
696,438,6670
1087,495,6671
1388,641,6672
1514,504,6673
908,428,6674
373,496,6675
622,499,6676
30,462,6677
1532,515,6678
192,447,6679
657,458,6680
785,459,6681
1171,528,6682
1430,546,6683
1550,515,6684
981,578,6685
948,395,6686
1221,336,6687
791,347,6688
647,382,6689
1014,563,6690
786,649,6691
1307,612,6692
1174,589,6693
1612,663,6694
443,618,6695
692,647,6696
302,467,6697
487,415,6698
847,410,6699
957,437,6700
1127,415,6701
1611,403,6702
1387,462,6703
680,487,6704
472,580,6705
786,435,6706
1093,444,6707
1400,431,6708
1476,558,6709
1281,474,6710
1710,612,6711
494,437,6712
1031,483,6713
781,412,6714
1403,484,6715
664,387,6716
587,331,6717
485,392,6718
757,430,6719
380,384,6720
62,309,6721
797,429,6722
981,555,6723
1113,458,6724
585,222,6725
154,471,6726
542,334,6727
404,433,6728
744,357,6729
335,341,6730
584,227,6731
886,438,6732
120,347,6733
870,313,6734
1148,425,6735
158,280,6736
492,334,6737
388,263,6738
251,239,6739
175,244,6740
484,345,6741
723,307,6742
444,386,6743
732,400,6744
1130,162,6745
1109,342,6746
432,488,6747
573,472,6748
701,422,6749
23,441,6750
177,513,6751
356,476,6752
711,280,6753
930,390,6754
881,313,6755
307,451,6756
739,381,6757
922,531,6758
1626,420,6759
694,527,6760
1035,460,6761
1093,469,6762
464,386,6763
1357,613,6764
924,646,6765
502,626,6766
518,732,6767
1117,271,6768
942,366,6769
824,711,6770
413,620,6771
870,658,6772
1132,760,6773
1427,619,6774
1398,512,6775
621,559,6776
446,517,6777
1475,670,6778
561,534,6779
1064,610,6780
730,393,6781
1154,347,6782
1747,394,6783
1155,467,6784
1243,561,6785
872,584,6786
485,727,6787
922,609,6788
915,618,6789
1207,557,6790
1362,567,6791
1253,752,6792
626,578,6793
762,569,6794
1403,681,6795
1769,416,6796
1858,405,6797
359,667,6798
1514,512,6799
1411,466,6800
1571,501,6801
982,562,6802
1656,429,6803
779,604,6804
528,383,6805
1135,554,6806
705,504,6807
1579,403,6808
1236,480,6809
711,583,6810
451,424,6811
1237,481,6812
433,347,6813
1126,555,6814
782,481,6815
1121,535,6816
497,400,6817
722,627,6818
337,241,6819
635,201,6820
794,228,6821
336,248,6822
540,178,6823
486,256,6824
461,266,6825
686,269,6826
721,370,6827
391,403,6828
785,352,6829
695,380,6830
310,372,6831
458,315,6832
718,347,6833
428,357,6834
762,349,6835
1043,299,6836
1164,279,6837
702,439,6838
485,433,6839
597,297,6840
785,301,6841
873,264,6842
1257,271,6843
754,499,6844
775,654,6845
770,902,6846
806,516,6847
707,246,6848
846,311,6849
582,365,6850
625,420,6851
1102,336,6852
721,433,6853
241,326,6854
854,268,6855
925,247,6856
1091,305,6857
481,326,6858
474,458,6859
626,251,6860
441,411,6861
688,304,6862
377,395,6863
451,346,6864
1101,382,6865
904,390,6866
427,448,6867
683,344,6868
469,409,6869
807,334,6870
1221,353,6871
868,575,6872
1194,526,6873
1003,580,6874
704,522,6875
561,295,6876
1013,663,6877
1344,400,6878
858,418,6879
1446,412,6880
898,866,6881
701,625,6882
1020,557,6883
1482,418,6884
910,546,6885
933,506,6886
574,403,6887
1139,302,6888
800,150,6889
639,491,6890
859,469,6891
893,317,6892
1055,336,6893
176,404,6894
488,380,6895
863,289,6896
794,281,6897
715,354,6898
822,427,6899
636,267,6900
899,308,6901
234,326,6902
546,246,6903
353,301,6904
123,248,6905
491,244,6906
416,323,6907
1022,716,6908
695,481,6909
1192,639,6910
1336,645,6911
728,842,6912
337,299,6913
79,184,6914
276,279,6915
458,207,6916
164,287,6917
571,290,6918
285,267,6919
392,263,6920
314,278,6921
503,278,6922
597,363,6923
825,476,6924
1168,294,6925
1038,428,6926
880,492,6927
1212,409,6928
881,409,6929
703,473,6930
1065,387,6931
232,446,6932
426,388,6933
467,404,6934
814,364,6935
679,490,6936
540,679,6937
650,664,6938
1069,538,6939
918,562,6940
1084,284,6941
1100,173,6942
1024,824,6943
912,294,6944
1093,811,6945
1097,457,6946
554,520,6947
952,428,6948
1438,462,6949
670,561,6950
899,498,6951
1080,556,6952
818,502,6953
1107,476,6954
941,582,6955
405,432,6956
642,283,6957
934,494,6958
556,808,6959
1198,452,6960
960,673,6961
793,505,6962
649,437,6963
810,450,6964
1056,440,6965
507,517,6966
1312,604,6967
927,286,6968
1160,187,6969
53,153,6970
325,105,6971
593,208,6972
620,344,6973
151,200,6974
297,194,6975
216,259,6976
88,259,6977
875,506,6978
139,103,6979
304,180,6980
664,617,6981
231,124,6982
141,147,6983
12,133,6984
819,367,6985
139,149,6986
537,316,6987
691,463,6988
773,459,6989
460,416,6990
637,207,6991
776,238,6992
680,425,6993
868,169,6994
725,436,6995
692,302,6996
957,278,6997
704,336,6998
1124,258,6999
644,330,7000
920,386,7001
768,577,7002
146,377,7003
151,433,7004
708,358,7005
531,635,7006
200,591,7007
262,358,7008
1137,432,7009
412,433,7010
1079,746,7011
664,331,7012
1183,584,7013
918,477,7014
781,495,7015
867,609,7016
665,859,7017
1351,747,7018
357,614,7019
1137,686,7020
275,688,7021
258,340,7022
874,420,7023
907,508,7024
1199,495,7025
1404,488,7026
416,492,7027
793,634,7028
511,691,7029
960,814,7030
1600,643,7031
350,503,7032
1069,605,7033
1053,468,7034
926,627,7035
599,702,7036
966,559,7037
1268,645,7038
644,730,7039
675,677,7040
744,655,7041
1132,578,7042
1395,653,7043
898,780,7044
872,517,7045
775,305,7046
1165,305,7047
877,317,7048
371,336,7049
215,325,7050
263,280,7051
444,262,7052
538,267,7053
365,260,7054
543,184,7055
421,181,7056
544,189,7057
332,259,7058
474,198,7059
456,197,7060
410,241,7061
430,225,7062
663,251,7063
437,294,7064
446,209,7065
211,194,7066
363,195,7067
405,381,7068
551,341,7069
723,433,7070
794,405,7071
630,427,7072
309,393,7073
255,371,7074
995,528,7075
923,352,7076
595,325,7077
757,254,7078
504,271,7079
584,274,7080
366,268,7081
852,236,7082
140,353,7083
670,376,7084
883,299,7085
1133,360,7086
482,330,7087
348,367,7088
369,371,7089
641,385,7090
770,390,7091
924,400,7092
1052,393,7093
451,347,7094
248,349,7095
830,418,7096
150,359,7097
471,370,7098
557,356,7099
1040,309,7100
1131,289,7101
921,341,7102
590,443,7103
375,363,7104
450,383,7105
958,313,7106
567,351,7107
136,411,7108
739,422,7109
921,288,7110
793,368,7111
621,321,7112
379,256,7113
150,214,7114
652,416,7115
283,181,7116
634,414,7117
385,363,7118
646,352,7119
838,346,7120
1041,504,7121
1090,316,7122
1127,633,7123
750,354,7124
295,400,7125
1700,563,7126
1001,386,7127
582,743,7128
744,617,7129
1539,664,7130
258,725,7131
1314,843,7132
932,762,7133
141,732,7134
597,627,7135
678,534,7136
809,493,7137
1465,496,7138
229,501,7139
701,456,7140
1001,729,7141
371,294,7142
322,281,7143
379,199,7144
341,316,7145
507,559,7146
362,299,7147
385,340,7148
411,391,7149
510,467,7150
725,436,7151
1085,356,7152
989,338,7153
678,425,7154
603,313,7155
790,310,7156
666,394,7157
769,540,7158
307,435,7159
715,385,7160
884,450,7161
977,435,7162
518,297,7163
672,292,7164
832,399,7165
819,395,7166
493,570,7167
584,576,7168
493,507,7169
1241,751,7170
981,538,7171
1106,564,7172
1190,579,7173
550,689,7174
673,360,7175
756,427,7176
391,386,7177
461,441,7178
544,328,7179
885,290,7180
504,279,7181
890,397,7182
574,275,7183
860,236,7184
296,277,7185
569,360,7186
469,315,7187
462,335,7188
853,300,7189
1182,364,7190
395,408,7191
879,273,7192
1194,223,7193
755,478,7194
439,354,7195
727,416,7196
1132,292,7197
622,503,7198
108,588,7199
482,332,7200
588,318,7201
536,237,7202
817,461,7203
437,423,7204
538,408,7205
778,415,7206
718,429,7207
965,403,7208
485,415,7209
536,376,7210
728,362,7211
902,290,7212
809,526,7213
282,474,7214
538,309,7215
300,449,7216
574,446,7217
528,222,7218
637,429,7219
841,480,7220
364,175,7221
941,368,7222
647,448,7223
1149,411,7224
791,398,7225
266,436,7226
795,305,7227
469,370,7228
740,251,7229
1015,257,7230
700,600,7231
1209,737,7232
898,634,7233
985,639,7234
806,622,7235
1012,755,7236
369,330,7237
465,321,7238
285,333,7239
627,377,7240
473,329,7241
397,406,7242
622,345,7243
558,421,7244
488,392,7245
328,358,7246
1126,679,7247
684,625,7248
1052,600,7249
500,612,7250
1086,679,7251
1564,627,7252
711,512,7253
1624,567,7254
1190,457,7255
946,533,7256
1198,524,7257
1308,537,7258
1446,418,7259
542,618,7260
1023,677,7261
721,541,7262
1001,710,7263
976,621,7264
1012,490,7265
1160,549,7266
1735,667,7267
382,736,7268
898,566,7269
1211,579,7270
1029,722,7271
814,660,7272
1615,577,7273
1006,681,7274
368,634,7275
493,534,7276
308,658,7277
1037,689,7278
1379,712,7279
1822,725,7280
564,576,7281
1219,716,7282
1674,707,7283
666,684,7284
981,599,7285
1432,593,7286
1697,672,7287
255,666,7288
535,639,7289
872,827,7290
1181,744,7291
1633,739,7292
1484,715,7293
277,751,7294
759,736,7295
1261,617,7296
1535,662,7297
1763,676,7298
1177,761,7299
1105,799,7300
1390,567,7301
726,512,7302
1244,501,7303
1462,554,7304
1684,568,7305
326,408,7306
904,492,7307
1066,483,7308
1216,452,7309
1423,465,7310
1788,408,7311
578,521,7312
1628,388,7313
1839,464,7314
929,404,7315
1090,459,7316
1320,484,7317
1661,558,7318
470,494,7319
783,479,7320
756,533,7321
1119,531,7322
897,572,7323
1444,548,7324
1641,509,7325
1828,544,7326
511,520,7327
376,505,7328
823,523,7329
1215,532,7330
567,736,7331
1250,691,7332
1735,461,7333
710,487,7334
1123,497,7335
810,413,7336
973,273,7337
1087,326,7338
849,836,7339
1641,551,7340
1866,622,7341
274,709,7342
1477,843,7343
1001,538,7344
680,521,7345
1435,544,7346
649,424,7347
1043,579,7348
425,519,7349
1322,620,7350
898,614,7351
1073,386,7352
380,414,7353
924,583,7354
297,458,7355
88,375,7356
963,628,7357
1074,428,7358
969,657,7359
485,519,7360
87,459,7361
1059,398,7362
890,477,7363
1390,529,7364
1678,529,7365
872,518,7366
1159,506,7367
1428,340,7368
143,429,7369
1780,442,7370
142,484,7371
338,459,7372
316,355,7373
913,428,7374
1343,546,7375
689,315,7376
989,453,7377
1655,489,7378
700,502,7379
1070,522,7380
1278,357,7381
520,561,7382
1421,508,7383
1176,282,7384
1037,331,7385
672,331,7386
42,342,7387
795,408,7388
717,566,7389
1822,582,7390
436,518,7391
1504,529,7392
1757,424,7393
767,483,7394
1413,567,7395
1543,388,7396
342,365,7397
1125,537,7398
1313,422,7399
1565,496,7400
1232,441,7401
1771,406,7402
755,511,7403
846,538,7404
664,674,7405
572,733,7406
926,646,7407
578,543,7408
684,520,7409
671,641,7410
755,537,7411
845,401,7412
730,655,7413
740,598,7414
779,460,7415
1162,631,7416
837,486,7417
520,512,7418
607,646,7419
1287,561,7420
576,591,7421
1341,500,7422
1186,438,7423
725,479,7424
474,566,7425
978,532,7426
269,713,7427
692,375,7428
235,284,7429
1159,665,7430
1199,527,7431
132,575,7432
430,610,7433
1160,614,7434
1647,666,7435
1375,603,7436
850,771,7437
643,617,7438
32,392,7439
1386,477,7440
991,535,7441
1262,699,7442
1084,268,7443
751,454,7444
1030,379,7445
937,351,7446
1026,524,7447
989,526,7448
1098,495,7449
501,601,7450
804,416,7451
228,556,7452
658,473,7453
857,463,7454
1157,454,7455
670,305,7456
292,269,7457
85,462,7458
1148,231,7459
954,141,7460
446,536,7461
189,635,7462
508,187,7463
692,294,7464
927,329,7465
523,408,7466
578,455,7467
944,481,7468
927,394,7469
464,461,7470
735,396,7471
582,543,7472
503,438,7473
733,429,7474
888,289,7475
102,397,7476
628,435,7477
863,189,7478
1186,301,7479
844,444,7480
590,762,7481
1385,632,7482
1233,665,7483
602,307,7484
724,275,7485
584,329,7486
458,368,7487
206,368,7488
791,478,7489
597,518,7490
410,541,7491
147,471,7492
440,370,7493
774,303,7494
955,158,7495
618,577,7496
227,388,7497
1032,138,7498
633,380,7499
1078,403,7500
739,460,7501
739,343,7502
685,313,7503
495,334,7504
843,289,7505
410,367,7506
712,239,7507
527,440,7508
376,323,7509
397,443,7510
206,497,7511
494,308,7512
513,395,7513
321,380,7514
607,337,7515
472,387,7516
323,437,7517
218,542,7518
71,501,7519
416,345,7520
709,371,7521
574,445,7522
350,335,7523
364,374,7524
583,315,7525
837,377,7526
790,243,7527
693,184,7528
436,414,7529
798,745,7530
1630,830,7531
1259,531,7532
1004,539,7533
638,436,7534
296,523,7535
45,546,7536
255,485,7537
560,414,7538
494,428,7539
764,711,7540
113,436,7541
804,760,7542
386,515,7543
675,220,7544
370,230,7545
186,301,7546
263,308,7547
370,232,7548
663,180,7549
683,154,7550
436,212,7551
265,299,7552
411,339,7553
537,196,7554
514,218,7555
307,341,7556
628,273,7557
346,300,7558
158,394,7559
310,362,7560
606,232,7561
571,286,7562
697,321,7563
459,368,7564
981,456,7565
768,318,7566
628,418,7567
582,311,7568
790,295,7569
758,728,7570
610,423,7571
744,331,7572
1150,346,7573
1249,526,7574
1134,480,7575
434,537,7576
1538,487,7577
1071,520,7578
774,558,7579
527,440,7580
179,633,7581
880,405,7582
1201,617,7583
559,806,7584
281,441,7585
608,408,7586
1028,358,7587
1263,297,7588
950,346,7589
1429,345,7590
1462,601,7591
1329,652,7592
1105,619,7593
916,614,7594
562,436,7595
1192,707,7596
909,493,7597
1180,402,7598
1387,597,7599
998,583,7600
869,664,7601
712,550,7602
1293,706,7603
1253,382,7604
362,654,7605
710,393,7606
275,800,7607
757,573,7608
1087,530,7609
1303,387,7610
1423,316,7611
1505,281,7612
1649,255,7613
630,562,7614
914,560,7615
1212,401,7616
310,684,7617
1726,493,7618
1038,610,7619
1274,537,7620
398,631,7621
1108,560,7622
322,635,7623
1660,886,7624
386,855,7625
1568,659,7626
900,477,7627
817,651,7628
886,597,7629
1038,447,7630
867,307,7631
570,240,7632
287,380,7633
786,347,7634
1086,557,7635
898,470,7636
1328,423,7637
1501,347,7638
1735,427,7639
1850,388,7640
574,482,7641
814,454,7642
1051,429,7643
1196,359,7644
1421,404,7645
1518,398,7646
1592,350,7647
1686,353,7648
1783,588,7649
1600,622,7650
1278,495,7651
1074,433,7652
847,363,7653
